carat,cut,color,clarity,depth,table,x,y,z,price
0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56,2804
1.51,Premium,G,VS1,60.1,58.0,7.48,7.45,4.49,14507
0.31,Good,G,VS1,63.2,56.0,4.29,4.32,2.72,625
1.7,Ideal,J,VS1,60.9,58.0,7.73,7.68,4.69,10589
1.0,Very Good,I,SI1,59.3,63.0,6.52,6.47,3.85,3360
0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67,498
0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
2.04,Very Good,I,SI2,62.5,52.0,8.02,8.17,5.06,14477
0.3,Very Good,F,VS2,61.4,55.0,4.32,4.37,2.67,524
0.7,Fair,G,VS1,56.2,65.0,5.93,5.88,3.32,2384
0.42,Ideal,D,VVS2,62.6,56.0,4.79,4.77,2.99,1389
0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1757
0.34,Premium,F,VS2,61.2,59.0,4.52,4.47,2.75,880
0.31,Very Good,D,VVS1,61.1,56.0,4.35,4.42,2.68,826
0.76,Ideal,G,VS2,61.7,55.0,5.86,5.91,3.63,3114
1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,4984
0.71,Ideal,F,VS1,61.1,56.0,5.71,5.74,3.5,3199
0.7,Ideal,E,SI1,61.8,56.0,5.72,5.68,3.52,2576
0.54,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,1453
0.31,Very Good,E,IF,61.6,54.0,4.38,4.42,2.71,958
0.34,Premium,I,VVS1,61.9,58.0,4.52,4.43,2.77,803
0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21,1668
0.4,Ideal,D,VVS1,62.8,57.0,4.65,4.68,2.93,1279
2.01,Very Good,H,SI1,,60.0,8.25,8.2,4.94,17476
0.26,Good,F,VVS1,64.0,57.0,4.06,4.03,2.59,679
2.05,Ideal,J,SI1,60.3,60.0,8.17,8.24,4.95,14037
0.91,Very Good,I,VVS2,63.5,59.0,6.1,6.06,3.86,3618
0.79,Fair,G,SI1,65.3,76.0,5.52,5.13,3.35,2362
1.13,Ideal,F,SI2,61.8,57.0,6.71,6.68,4.14,5232
1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
0.4,Very Good,I,VS1,62.9,59.0,4.68,4.73,2.96,737
0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
1.01,Very Good,H,VS1,64.0,54.0,6.3,6.38,4.06,5305
0.46,Ideal,E,SI2,61.3,56.0,4.96,5.02,3.06,870
0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,795
0.31,Ideal,I,SI1,61.4,56.0,4.35,4.38,2.68,430
1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,11666
1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3534
1.0,Very Good,F,SI1,61.0,60.0,6.38,6.43,3.91,5804
2.03,Fair,G,SI2,64.9,59.0,7.85,7.99,5.14,14687
0.9,Fair,D,SI1,66.4,59.0,5.97,5.92,3.95,3382
0.7,Fair,E,VS1,64.5,57.0,5.59,5.55,3.59,2964
0.72,Ideal,F,VS2,62.0,56.0,5.77,5.75,3.57,2943
1.02,Premium,I,SI1,61.7,58.0,6.48,6.45,3.99,4113
0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
0.31,Ideal,G,VS1,61.5,56.0,4.43,4.39,2.71,802
0.34,Premium,F,SI2,61.7,61.0,4.48,4.44,2.75,574
1.55,Premium,H,SI2,62.0,56.0,7.41,7.37,4.58,7319
0.3,Ideal,F,VVS2,61.6,53.0,4.35,4.39,2.69,694
1.52,Very Good,D,SI2,60.6,62.0,7.37,7.42,4.48,9389
0.3,Premium,H,VS2,62.7,59.0,4.27,4.22,2.66,608
1.02,Premium,G,SI2,62.5,58.0,6.4,6.43,4.01,4471
0.6,Ideal,E,SI1,61.2,57.0,5.43,5.45,3.33,2069
0.55,Ideal,F,VS1,60.5,57.0,5.3,5.34,3.22,2119
1.51,Fair,D,VS2,66.0,57.0,7.17,7.08,4.7,15152
0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,988
0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2858
0.39,Very Good,H,SI2,60.4,60.0,4.74,4.8,2.88,588
0.3,Ideal,E,VVS1,61.2,57.0,4.33,4.36,2.66,895
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,914
0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,4224
1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750
0.4,Ideal,G,SI1,62.0,55.0,4.72,4.76,2.94,692
0.24,Good,E,VS2,63.0,59.0,3.96,4.01,2.51,378
1.51,Very Good,D,VS2,63.1,62.0,7.24,7.22,4.56,14205
0.81,Very Good,G,SI2,62.9,56.9,5.89,5.96,3.73,2493
2.05,Premium,G,SI2,62.1,56.0,8.18,8.1,5.04,12857
1.2,Ideal,H,SI2,61.1,57.0,6.9,6.81,4.19,4368
0.3,Premium,H,VVS2,60.6,58.0,4.35,4.33,2.63,776
1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,6224
0.36,Ideal,E,SI1,61.4,57.0,4.56,4.59,2.81,631
1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,6871
0.42,Ideal,G,VS1,62.7,54.0,4.8,4.83,3.02,921
0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1188
0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907
0.55,Premium,G,SI2,61.8,56.0,5.28,5.23,3.25,1280
0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,4229
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1082
0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72,544
1.07,Fair,F,SI1,60.6,66.0,6.65,6.46,3.97,4554
0.39,Very Good,F,VS1,57.1,61.0,4.86,4.91,2.79,1000
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5807
1.13,Ideal,E,SI1,62.2,55.0,6.69,6.66,4.15,6682
1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,5748
1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
1.03,Ideal,G,SI1,62.2,59.0,6.41,6.45,4.0,5684
0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11294
1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
0.5,Very Good,D,VS2,60.8,56.0,5.14,5.16,3.13,1758
0.51,Very Good,E,VVS2,60.0,58.0,5.2,5.23,3.13,2365
0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,1181
0.73,Ideal,G,SI2,61.1,57.0,5.8,5.82,3.55,2376
1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304
0.56,Very Good,H,SI2,59.5,57.0,5.4,5.43,3.22,1144
1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449
2.01,Good,H,I1,61.7,63.0,7.91,7.94,4.89,7959
1.02,Very Good,F,SI1,63.3,58.0,6.39,6.35,4.03,5038
0.3,Good,G,VS1,63.6,54.0,4.31,4.25,2.72,776
0.52,Good,H,SI1,57.6,61.0,5.34,5.32,3.07,1056
2.01,Premium,G,SI1,62.3,61.0,7.96,7.89,5.02,16242
0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
0.7,Very Good,H,VS2,63.2,57.0,5.58,5.62,3.54,2137
0.72,Good,F,SI2,63.8,59.0,5.64,5.58,3.58,1609
1.02,Ideal,D,SI2,61.4,56.0,6.42,6.57,3.99,4946
0.7,Very Good,G,SI2,63.2,57.0,5.7,5.66,3.59,2117
1.0,Good,F,SI1,64.9,57.0,6.25,6.32,4.08,4844
0.5,Good,E,SI1,63.8,55.0,5.04,5.09,3.23,1316
0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,408
1.4,Premium,G,SI2,62.0,60.0,7.16,7.1,4.42,7357
1.61,Premium,H,SI1,60.8,56.0,7.61,7.58,4.62,11169
1.01,Good,G,VS2,63.8,57.0,6.27,6.34,4.02,5279
1.01,Good,D,SI1,61.8,60.0,6.35,6.37,3.93,5443
1.2,Ideal,D,SI1,62.7,55.0,6.71,6.79,4.23,7761
1.02,Good,H,SI1,63.9,55.0,6.37,6.4,4.08,4476
1.52,Very Good,F,VS2,60.9,56.0,7.38,7.44,4.51,13215
0.33,Very Good,F,VS2,61.2,58.0,4.45,4.5,2.74,666
1.0,Good,D,SI1,65.1,54.0,6.23,6.27,4.07,4786
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3445
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,375
1.2,Premium,D,SI2,61.4,60.0,6.85,6.79,4.19,5947
1.02,Premium,I,VS2,61.1,59.0,6.4,6.37,3.9,3713
2.01,Premium,J,SI2,,59.0,8.04,8.1,5.0,12403
1.28,Ideal,G,VVS1,62.1,56.0,6.93,6.96,4.31,11147
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,477
0.32,Ideal,F,VS1,61.5,56.0,4.4,4.44,2.72,639
0.31,Very Good,E,VS1,61.9,56.0,4.32,4.37,2.69,636
0.3,Ideal,H,IF,60.8,56.0,4.36,4.39,2.66,764
0.34,Ideal,G,VS2,62.1,57.0,4.46,4.5,2.78,596
0.4,Very Good,J,IF,62.2,61.0,4.68,4.71,2.92,828
0.29,Very Good,F,VS1,63.0,55.0,4.24,4.27,2.68,504
0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51,2319
0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,540
0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,2726
0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433
0.4,Premium,D,SI2,60.4,59.0,4.8,4.83,2.91,666
1.22,Ideal,F,SI1,62.8,55.0,6.87,6.79,4.29,6456
1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
1.02,Premium,G,VVS2,62.6,59.0,6.41,6.46,4.03,7602
1.01,Very Good,H,SI2,60.6,61.0,6.38,6.45,3.89,3888
0.9,Very Good,G,SI1,61.6,59.0,6.13,6.19,3.8,3597
2.12,Ideal,I,SI1,62.2,57.0,8.21,8.14,5.08,12284
0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
0.56,Ideal,E,VS2,60.9,56.0,5.32,5.35,3.25,1819
0.52,Good,E,VS2,64.3,56.0,5.02,5.14,3.27,1625
0.71,Ideal,D,VS2,61.0,56.0,5.76,5.81,3.53,3838
1.04,Good,D,SI1,63.7,58.0,6.43,6.39,4.08,5708
1.53,Premium,J,IF,61.1,58.0,7.45,7.41,4.54,9596
1.25,Premium,F,VS2,60.8,58.0,6.98,6.93,4.23,9702
0.3,Ideal,I,VS2,62.1,54.0,4.32,4.35,2.69,438
1.51,Ideal,G,SI2,61.8,57.0,7.37,7.31,4.54,7103
2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05,12380
2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
0.91,Fair,F,SI1,64.9,57.0,6.13,6.08,3.96,2971
0.9,Fair,D,SI2,65.9,59.0,6.0,5.95,3.94,3205
0.29,Very Good,E,VS1,62.1,57.0,4.2,4.24,2.62,496
0.51,Very Good,H,VS2,63.5,60.0,5.04,5.01,3.19,1268
0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
0.71,Very Good,E,SI2,62.2,58.0,5.68,5.73,3.55,2313
1.21,Premium,I,SI1,61.7,56.0,6.87,6.82,4.22,6098
0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
0.43,Ideal,H,VVS2,62.3,55.0,4.82,4.85,3.01,943
1.0,Premium,D,SI2,61.6,58.0,6.45,6.37,3.95,4626
2.3,Premium,I,SI2,61.3,58.0,8.53,8.46,5.21,11051
0.9,Premium,G,VVS2,63.0,58.0,6.15,6.07,3.85,4486
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
1.23,Ideal,J,SI1,61.3,54.0,6.92,6.97,4.26,5181
0.34,Ideal,I,IF,62.2,53.5,4.5,4.52,2.8,668
1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,12851
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,855
0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,449
0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
0.33,Ideal,G,VS2,61.6,55.0,4.46,4.43,2.74,743
0.52,Ideal,G,VS1,61.8,55.0,5.17,5.21,3.21,1689
0.91,Premium,F,SI2,62.5,56.0,6.21,6.15,3.86,3822
0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,4172
1.45,Fair,F,SI2,64.4,58.0,7.17,7.11,4.59,6455
1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58,16921
0.23,Very Good,G,VVS2,62.3,57.0,3.9,3.92,2.43,431
0.91,Fair,D,VS2,65.1,63.0,6.02,6.0,3.91,4439
1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,8190
1.7,Very Good,J,VS2,63.2,58.0,7.56,7.5,4.76,7730
0.3,Ideal,D,VS2,61.4,54.0,4.34,4.39,2.68,670
1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19,6397
0.3,Premium,G,IF,60.2,58.0,4.35,4.39,2.63,895
0.42,Premium,E,SI1,61.6,59.0,4.83,4.85,2.98,773
0.78,Ideal,H,SI2,62.6,56.0,5.88,5.81,3.66,1909
1.07,Ideal,G,VS2,61.6,57.0,6.55,6.61,4.05,7577
0.5,Premium,F,VS1,61.3,59.0,5.15,5.09,3.14,1838
0.33,Ideal,F,VS1,62.1,55.0,4.43,4.46,2.76,738
1.03,Very Good,D,SI1,61.8,57.0,6.49,6.53,4.02,5393
0.25,Very Good,F,VVS2,62.2,57.0,4.01,4.04,2.5,633
0.5,Ideal,E,VVS2,61.1,57.0,5.13,5.15,3.14,2165
1.52,Very Good,D,SI1,62.0,58.0,7.37,7.4,4.58,11595
0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,1629
0.7,Premium,H,VVS1,58.3,60.0,5.83,5.8,3.39,2603
0.53,Ideal,H,VS2,62.1,54.0,5.21,5.23,3.24,1353
0.26,Ideal,H,VVS1,61.2,56.0,4.11,4.16,2.53,468
0.7,Good,H,VS2,63.9,59.0,5.6,5.64,3.59,2330
1.32,Very Good,G,SI2,61.6,57.0,6.98,7.05,4.32,7173
0.9,Very Good,I,VS2,61.6,57.0,6.13,6.17,3.79,3581
0.3,Ideal,F,SI1,62.5,56.0,4.28,4.3,2.68,475
1.24,Premium,D,SI1,62.4,59.0,6.82,6.86,4.27,7351
1.5,Premium,D,VS1,62.8,58.0,7.29,7.26,4.57,16793
1.07,Premium,G,VS1,61.4,56.0,6.65,6.61,4.07,6076
0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
0.9,Very Good,G,VS1,61.3,61.0,6.15,6.25,3.8,4515
2.18,Ideal,J,VS2,60.3,57.0,8.41,8.45,5.08,16427
0.87,Ideal,D,SI2,61.4,54.0,6.15,6.2,3.79,4012
0.75,Premium,F,SI2,62.2,58.0,5.87,5.8,3.57,2501
0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,1367
1.07,Very Good,G,VS1,58.6,60.0,6.65,6.76,3.93,6610
1.58,Very Good,F,VS2,59.9,61.0,7.5,7.6,4.52,14308
1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
2.19,Premium,I,SI2,60.8,60.0,8.34,8.38,5.08,15032
1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,12756
0.3,Ideal,G,VS1,61.4,55.0,4.36,4.31,2.66,776
0.31,Ideal,G,IF,60.7,58.0,4.37,4.41,2.67,871
1.51,Very Good,G,VS1,61.8,57.0,7.31,7.42,4.55,13348
1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
1.51,Very Good,E,SI2,61.2,58.0,7.3,7.35,4.48,9140
0.52,Ideal,E,VS2,61.7,57.0,5.17,5.1,3.17,1694
0.5,Good,D,SI2,57.1,63.0,5.23,5.27,3.0,1141
1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187
0.8,Ideal,F,VS2,60.9,57.0,5.98,6.04,3.66,4043
0.31,Very Good,D,SI1,63.5,55.0,4.3,4.27,2.72,732
1.51,Ideal,H,SI1,62.3,53.7,7.33,7.37,4.58,11062
0.3,Ideal,H,SI1,62.9,57.0,4.31,4.28,2.7,540
1.04,Very Good,D,SI2,62.9,58.0,6.41,6.47,4.05,5265
0.3,Ideal,H,VS1,62.1,54.0,4.32,4.35,2.69,526
1.11,Ideal,H,SI1,62.5,56.0,6.65,6.63,4.15,5395
0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,1662
0.39,Ideal,E,VS2,60.4,56.0,4.73,4.7,2.85,985
0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
0.57,Good,H,SI1,,54.0,5.28,5.3,3.34,1218
1.08,Ideal,I,SI1,60.3,60.0,6.67,6.62,4.01,4757
0.59,Premium,I,IF,61.2,58.0,5.41,5.38,3.3,1965
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1317
0.6,Premium,G,VVS2,59.7,60.0,5.55,5.5,3.3,2105
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1331
0.41,Ideal,E,SI1,62.4,55.0,4.78,4.74,2.97,969
1.05,Very Good,H,SI1,60.5,58.0,6.55,6.6,3.98,5406
1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761
1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
0.33,Ideal,H,VVS2,62.2,54.0,4.46,4.44,2.77,854
1.21,Very Good,I,SI2,60.0,58.0,6.89,6.97,4.16,4929
1.26,Ideal,H,VS1,,57.0,6.97,7.03,4.27,8959
0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720
1.04,Ideal,H,VS1,62.7,57.0,6.42,6.46,4.04,5577
0.55,Ideal,E,SI1,60.7,57.0,5.3,5.27,3.21,1668
2.08,Ideal,I,SI2,62.0,56.0,8.21,8.1,5.06,11886
0.71,Ideal,I,SI1,61.7,55.0,5.74,5.77,3.55,2255
0.27,Ideal,F,VVS2,61.2,58.0,4.15,4.19,2.55,667
0.53,Ideal,E,VS2,61.9,55.0,5.19,5.22,3.22,1721
0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,730
0.3,Ideal,E,VS2,62.1,53.6,4.3,4.35,2.69,652
1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08,8145
0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868
0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31,1402
1.36,Ideal,G,VVS2,61.1,57.0,7.14,7.2,4.38,11848
0.34,Ideal,E,VS1,61.0,57.0,4.52,4.49,2.75,1033
0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.31,2.66,895
1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
2.01,Fair,E,SI2,65.5,56.0,7.84,7.79,5.12,11156
0.57,Ideal,H,IF,61.0,57.0,5.35,5.38,3.27,2210
0.3,Good,H,SI2,63.9,57.0,4.27,4.24,2.72,485
0.31,Premium,E,VS1,61.7,58.0,4.36,4.3,2.67,942
0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,1698
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,988
1.01,Good,E,SI1,63.5,58.0,6.28,6.35,4.01,4546
0.3,Ideal,J,VVS2,62.0,54.0,4.3,4.34,2.68,413
0.3,Ideal,I,VVS1,61.1,57.0,4.32,4.36,2.65,552
0.3,Very Good,D,SI1,62.2,58.0,4.28,4.31,2.67,552
0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,912
1.08,Ideal,G,SI2,,58.0,6.55,6.57,4.06,4675
1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,4301
0.42,Very Good,F,VS1,60.9,58.0,4.84,4.88,2.96,910
0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,544
0.71,Fair,E,SI2,,63.0,5.63,5.51,3.61,2002
0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
1.03,Ideal,H,SI1,61.0,55.0,6.56,6.59,4.01,4759
0.3,Premium,I,VS1,61.7,59.0,4.3,4.26,2.64,608
1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7372
0.69,Very Good,F,VVS2,61.5,60.0,5.64,5.67,3.48,2993
0.72,Very Good,F,SI2,60.4,59.0,5.8,5.83,3.51,2158
0.84,Premium,H,SI2,61.3,58.0,6.1,6.04,3.72,2628
0.3,Ideal,G,SI1,62.2,54.0,4.32,4.36,2.7,477
0.39,Very Good,F,VVS2,58.2,62.0,4.77,4.82,2.79,1117
1.01,Ideal,H,VS2,62.7,56.0,6.4,6.35,4.0,5260
0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,982
0.5,Ideal,D,VS1,63.0,57.0,5.06,5.0,3.17,1571
0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,1013
0.35,Very Good,H,SI2,63.2,61.0,4.49,4.47,2.83,551
0.91,Ideal,G,SI1,62.6,56.0,6.27,6.3,3.81,3991
0.23,Very Good,E,VVS2,,61.0,4.01,4.04,2.39,505
0.71,Ideal,J,VS2,62.4,54.0,5.72,5.76,3.58,1899
1.21,Very Good,H,VS2,62.9,55.0,6.75,6.8,4.26,7426
0.27,Very Good,E,IF,59.7,56.0,4.26,4.28,2.55,760
0.3,Very Good,D,VS1,63.2,59.0,4.26,4.29,2.7,707
0.31,Ideal,E,VS2,61.8,54.0,4.37,4.34,2.69,872
1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,5393
0.92,Premium,E,SI1,62.1,58.0,6.22,6.15,3.84,4482
0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,844
0.73,Ideal,I,VVS1,61.9,55.0,5.78,5.82,3.59,2575
1.5,Good,D,VS2,64.1,54.0,7.17,7.24,4.62,13232
1.51,Very Good,H,VS1,61.8,59.0,7.27,7.32,4.51,11161
1.51,Premium,E,VS2,62.2,59.0,7.4,7.36,4.59,14844
1.52,Good,G,SI2,63.1,58.0,7.21,7.3,4.58,7933
1.14,Ideal,I,SI1,62.3,58.0,6.65,6.7,4.16,5469
0.4,Ideal,E,VVS2,62.2,56.0,4.71,4.78,2.95,1158
1.0,Premium,D,SI2,60.9,59.0,6.46,6.41,3.92,5286
1.36,Ideal,H,VS2,59.9,57.0,7.2,7.22,4.32,9279
1.1,Ideal,G,VS1,61.5,57.0,6.65,6.62,4.08,7111
0.52,Very Good,E,SI2,61.1,57.0,5.2,5.24,3.19,1146
0.54,Ideal,H,VS1,,56.0,5.24,5.23,3.22,1637
0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,3535
0.91,Good,D,SI1,64.0,58.0,6.09,6.06,3.89,3730
1.51,Very Good,F,VVS2,58.0,65.0,7.58,7.62,4.41,16613
1.21,Premium,D,VVS2,61.1,59.0,6.9,6.89,4.21,14841
1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
1.01,Very Good,G,VS1,63.6,57.0,6.34,6.36,4.04,7021
0.33,Ideal,D,VS2,,55.0,4.47,4.5,2.73,781
0.34,Ideal,I,SI1,62.4,56.0,4.49,4.45,2.79,589
0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02,17530
0.3,Ideal,E,VVS1,60.5,57.0,4.34,4.39,2.64,895
1.11,Very Good,G,VS2,,56.0,6.62,6.54,4.18,4834
1.54,Premium,I,SI2,62.4,59.0,7.33,7.35,4.58,6640
1.16,Ideal,G,VS1,61.5,55.0,6.75,6.81,4.17,9248
0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,862
0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
1.2,Very Good,F,VS2,61.8,58.0,6.75,6.78,4.18,9007
0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913
1.01,Ideal,F,VVS2,61.0,57.0,6.52,6.46,3.96,8688
0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
1.0,Good,E,SI2,63.5,56.0,6.31,6.38,4.03,4620
1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,4821
1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
2.02,Premium,J,VS2,62.1,59.0,8.08,7.98,4.99,14330
1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578
0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85,1125
0.7,Ideal,I,SI1,62.8,56.0,5.64,5.67,3.55,2287
1.52,Ideal,F,VS1,62.2,55.0,7.29,7.41,4.57,16055
0.33,Premium,E,SI1,60.9,58.0,4.5,4.46,2.73,743
0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51,2822
0.3,Premium,H,SI1,59.3,59.0,4.38,4.36,2.59,540
1.2,Good,G,VS1,62.8,59.0,6.64,6.7,4.19,8442
0.72,Very Good,E,SI2,59.7,59.0,5.77,5.82,3.46,2655
1.22,Premium,F,VVS2,63.0,56.0,6.88,6.76,4.3,10494
1.01,Premium,G,VS1,62.8,59.0,6.37,6.34,3.99,6618
0.31,Ideal,F,VVS1,62.0,55.0,4.33,4.35,2.69,815
0.71,Very Good,H,VVS2,62.5,56.0,5.65,5.68,3.54,2594
0.72,Premium,D,SI1,60.4,59.0,5.77,5.72,3.47,2691
0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
0.9,Very Good,E,VS2,61.1,63.0,6.2,6.17,3.78,4062
0.36,Ideal,E,VS2,61.2,56.0,4.63,4.59,2.82,1013
1.7,Premium,J,SI2,63.0,60.0,7.59,7.53,4.76,7650
1.09,Ideal,G,VS1,61.7,54.0,6.65,6.7,4.12,7992
0.33,Very Good,D,SI1,60.0,59.0,4.47,4.5,2.69,608
0.3,Ideal,E,VS2,61.4,56.0,4.32,4.34,2.66,795
0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,1572
1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
1.57,Very Good,H,SI1,62.4,58.0,7.39,7.49,4.64,12392
0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
1.55,Ideal,I,VVS2,61.3,59.0,7.41,7.46,4.56,11430
0.7,Very Good,F,SI1,,59.0,5.64,5.68,3.49,2313
0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351
0.31,Premium,G,VS1,62.0,59.0,4.3,4.28,2.66,802
